Dataset,NN,GRAIL exact classification precision,GRAIL exact precision,GRAIL exact time,PQ classification precision,PQ precision,PQ time,OPQ (64) classification precision,OPQ (64) precision,OPQ (64) time,OPQ (128) classification precision,OPQ (128) precision,OPQ (128) time,TRAIN_size,TEST_size
FordA,10,0.792424242,0.439469697,55.04660845,0.795454545,0.173636364,2.918007135,0.802272727,0.267121212,2.939989328,0.795454545,0.348484848,3.981973171,3601,1320
FordB,1,0.658024691,0.296296296,34.02569962,0.643209877,0.083950617,1.646561861,0.62962963,0.10617284,1.67448616,0.671604938,0.192592593,2.325572491,3636,810
FordB,3,0.65308642,0.376954733,34.27567649,0.667901235,0.138683128,1.762288809,0.661728395,0.183539095,1.779921532,0.681481481,0.287242798,2.432174444,3636,810
FordB,5,0.665432099,0.424444444,34.67243242,0.669135802,0.157777778,1.778891802,0.656790123,0.234814815,1.795072556,0.681481481,0.326666667,2.430183172,3636,810
FordB,10,0.659259259,0.470617284,34.5462482,0.65308642,0.193580247,1.806515217,0.654320988,0.293209877,1.834329844,0.67654321,0.388271605,2.411361694,3636,810
FreezerRegularTrain,1,0.781754386,0.701052632,5.00255394,0.680701754,0.441052632,0.965459585,0.716140351,0.44245614,1.030495167,0.81754386,0.615438596,1.683040857,150,2850
FreezerRegularTrain,3,0.736842105,0.793216374,5.084588051,0.631929825,0.591111111,1.036710739,0.705614035,0.608304094,1.095615625,0.771929825,0.717894737,1.768950224,150,2850
FreezerRegularTrain,5,0.762807018,0.884491228,5.173079729,0.647017544,0.648912281,1.054993629,0.738947368,0.734315789,1.129300117,0.769122807,0.806245614,1.765512943,150,2850
FreezerRegularTrain,10,0.764912281,0.943473684,5.159562111,0.742105263,0.734245614,1.088005543,0.76877193,0.814807018,1.217785597,0.767719298,0.882736842,1.827037811,150,2850
FreezerSmallTrain,1,0.673684211,0.841052632,0.953504086,0.681052632,0.630526316,0.785187721,0.678245614,0.77122807,0.855093956,0.669473684,0.804912281,1.474035978,28,2850
FreezerSmallTrain,3,0.700350877,0.916140351,0.999008894,0.696842105,0.685847953,0.841145039,0.698596491,0.819883041,0.901658058,0.705964912,0.813333333,1.522981405,28,2850
FreezerSmallTrain,5,0.764561404,0.966035088,1.022891283,0.762807018,0.737754386,0.849489212,0.763157895,0.872842105,0.905198097,0.761052632,0.879649123,1.542888165,28,2850
FreezerSmallTrain,10,0.741052632,0.995157895,1.059025049,0.763157895,0.894701754,0.882477999,0.760701754,0.928350877,1.074743271,0.753333333,0.950526316,1.591138363,28,2850
Fungi,1,1,1,0.040688753,0.946236559,0.946236559,0.051766157,1,1,0.053707123,0.994623656,0.994623656,0.093392849,18,186
Fungi,3,0.306451613,0.996415771,0.043360233,0.252688172,0.709677419,0.053616285,0.376344086,0.781362007,0.056905985,0.365591398,0.876344086,0.103001118,18,186
Fungi,5,0.14516129,0.998924731,0.044466257,0.14516129,0.668817204,0.054316044,0.258064516,0.786021505,0.057839155,0.14516129,0.887096774,0.10637641,18,186
Fungi,10,0.139784946,0.999462366,0.045807123,0.139784946,0.785483871,0.060054302,0.139784946,0.872043011,0.05936265,0.139784946,0.910215054,0.10007596,18,186
GestureMidAirD1,1,0.615384615,0.892307692,0.316256523,0.576923077,0.492307692,0.047676325,0.5,0.384615385,0.057437181,0.592307692,0.607692308,0.08261919,208,130
GestureMidAirD1,3,0.553846154,0.941025641,0.316311598,0.492307692,0.579487179,0.050397396,0.492307692,0.569230769,0.052958488,0.530769231,0.748717949,0.085824013,208,130
GestureMidAirD1,5,0.576923077,0.92,0.320358038,0.523076923,0.603076923,0.05153656,0.584615385,0.684615385,0.054089785,0.561538462,0.769230769,0.086773634,208,130
GestureMidAirD1,10,0.523076923,0.929230769,0.319216013,0.476923077,0.599230769,0.053532362,0.484615385,0.733076923,0.05624032,0.553846154,0.787692308,0.089291334,208,130
GestureMidAirD2,1,0.6,0.815384615,0.316126823,0.461538462,0.476923077,0.047179461,0.507692308,0.423076923,0.054746389,0.538461538,0.584615385,0.123013973,208,130
GestureMidAirD2,3,0.492307692,0.871794872,0.316600561,0.430769231,0.587179487,0.050143957,0.492307692,0.623076923,0.053672791,0.492307692,0.733333333,0.093279123,208,130
GestureMidAirD2,5,0.515384615,0.889230769,0.321476698,0.369230769,0.626153846,0.051219463,0.469230769,0.690769231,0.054541111,0.484615385,0.783076923,0.087334156,208,130
GestureMidAirD2,10,0.538461538,0.898461538,0.320363522,0.346153846,0.612307692,0.053372383,0.446153846,0.740769231,0.057261705,0.492307692,0.817692308,0.089502335,208,130
GestureMidAirD3,1,0.238461538,0.761538462,0.314868689,0.284615385,0.346153846,0.047421455,0.2,0.3,0.049789667,0.223076923,0.615384615,0.082247496,208,130
GestureMidAirD3,3,0.3,0.815384615,0.322231054,0.261538462,0.464102564,0.050652742,0.238461538,0.551282051,0.052520514,0.246153846,0.669230769,0.085259199,208,130
GestureMidAirD3,5,0.330769231,0.838461538,0.327130079,0.246153846,0.515384615,0.051494122,0.261538462,0.655384615,0.053396225,0.261538462,0.715384615,0.086450577,208,130
GestureMidAirD3,10,0.292307692,0.846923077,0.32056284,0.253846154,0.556153846,0.053492785,0.246153846,0.717692308,0.087879658,0.292307692,0.756153846,0.168362856,208,130
GesturePebbleZ1,1,0.936046512,0.569767442,0.263369083,0.813953488,0.313953488,0.056772947,0.906976744,0.424418605,0.059920788,0.936046512,0.534883721,0.099882364,132,172
GesturePebbleZ1,3,0.947674419,0.701550388,0.269526243,0.76744186,0.416666667,0.060680628,0.906976744,0.562015504,0.063641787,0.930232558,0.620155039,0.103769779,132,172
GesturePebbleZ1,5,0.930232558,0.758139535,0.269948959,0.761627907,0.474418605,0.061671734,0.895348837,0.653488372,0.065149069,0.941860465,0.689534884,0.105852842,132,172
GesturePebbleZ1,10,0.930232558,0.811046512,0.27483654,0.796511628,0.540116279,0.064409018,0.88372093,0.733139535,0.067397118,0.895348837,0.752325581,0.10832262,132,172
GesturePebbleZ2,1,0.879746835,0.582278481,0.270163774,0.689873418,0.246835443,0.052829266,0.917721519,0.379746835,0.056284189,0.905063291,0.5,0.093567133,146,158
GesturePebbleZ2,3,0.930379747,0.605485232,0.270744801,0.67721519,0.339662447,0.05658555,0.930379747,0.514767932,0.059349775,0.917721519,0.567510549,0.097362041,146,158
GesturePebbleZ2,5,0.930379747,0.683544304,0.276036263,0.67721519,0.365822785,0.057786703,0.936708861,0.581012658,0.060851336,0.905063291,0.593670886,0.098690033,146,158
GesturePebbleZ2,10,0.911392405,0.758860759,0.279515743,0.658227848,0.426582278,0.060560465,0.898734177,0.666455696,0.063622236,0.892405063,0.691139241,0.100595236,146,158
GunPoint,1,0.96,0.973333333,0.088416338,0.886666667,0.406666667,0.043321133,0.946666667,0.706666667,0.046063423,0.946666667,0.686666667,0.100799799,50,150
GunPoint,3,0.926666667,0.982222222,0.090652466,0.92,0.553333333,0.046106815,0.886666667,0.826666667,0.048963785,0.94,0.84,0.082766294,50,150
GunPoint,5,0.873333333,0.989333333,0.092224836,0.86,0.576,0.047353029,0.873333333,0.861333333,0.096095324,0.88,0.861333333,0.083946943,50,150
GunPoint,10,0.866666667,0.993333333,0.094441891,0.82,0.706,0.049368858,0.826666667,0.894,0.052415609,0.853333333,0.898666667,0.085705757,50,150
GunPointAgeSpan,1,0.924050633,0.930379747,0.50141573,0.911392405,0.506329114,0.105146885,0.898734177,0.496835443,0.134912252,0.901898734,0.607594937,0.185691118,135,316
GunPointAgeSpan,3,0.898734177,0.962025316,0.509006023,0.886075949,0.584388186,0.111667633,0.905063291,0.701476793,0.118167162,0.892405063,0.773206751,0.194202662,135,316
GunPointAgeSpan,5,0.905063291,0.970886076,0.512854099,0.917721519,0.615822785,0.114702225,0.901898734,0.748734177,0.12103796,0.89556962,0.820253165,0.195227861,135,316
GunPointAgeSpan,10,0.879746835,0.982911392,0.517239571,0.876582278,0.645253165,0.118433475,0.863924051,0.803164557,0.125413895,0.889240506,0.861392405,0.198976517,135,316
GunPointMaleVersusFemale,1,0.990506329,0.946202532,0.497579098,0.977848101,0.458860759,0.104399681,0.984177215,0.458860759,0.113089323,0.996835443,0.661392405,0.185204029,135,316
GunPointMaleVersusFemale,3,0.990506329,0.964135021,0.512293577,0.974683544,0.584388186,0.111633301,0.977848101,0.638185654,0.117540359,0.984177215,0.76371308,0.192506075,135,316
GunPointMaleVersusFemale,5,0.990506329,0.974683544,0.508137226,0.952531646,0.62721519,0.114319086,0.981012658,0.738607595,0.119679451,0.981012658,0.818987342,0.194292068,135,316
GunPointMaleVersusFemale,10,0.987341772,0.990506329,0.514271498,0.984177215,0.683544304,0.119011402,0.984177215,0.804113924,0.125020742,0.990506329,0.862658228,0.19899416,135,316
GunPointOldVersusYoung,1,0.971428571,0.920634921,0.507345915,0.920634921,0.463492063,0.104624271,0.965079365,0.533333333,0.115725279,0.958730159,0.673015873,0.349971771,136,315
GunPointOldVersusYoung,3,0.958730159,0.957671958,0.516387224,0.914285714,0.588359788,0.111790657,0.955555556,0.676190476,0.126051903,0.955555556,0.780952381,0.275906324,136,315
GunPointOldVersusYoung,5,0.949206349,0.977777778,0.516912699,0.917460317,0.641269841,0.113991737,0.965079365,0.74984127,0.119477749,0.958730159,0.823492063,0.192944288,136,315
GunPointOldVersusYoung,10,0.958730159,0.985396825,0.519487143,0.901587302,0.691428571,0.118933678,0.965079365,0.834603175,0.126185417,0.961904762,0.875238095,0.198193312,136,315
Ham,1,0.533333333,0.485714286,0.132834196,0.523809524,0.20952381,0.033566236,0.647619048,0.40952381,0.035493135,0.523809524,0.457142857,0.05921483,109,105
Ham,3,0.533333333,0.679365079,0.135538816,0.59047619,0.314285714,0.035499096,0.676190476,0.479365079,0.038116932,0.552380952,0.593650794,0.06217742,109,105
Ham,5,0.59047619,0.695238095,0.137620687,0.552380952,0.35047619,0.036534786,0.666666667,0.552380952,0.03843379,0.60952381,0.615238095,0.063025951,109,105
Ham,10,0.752380952,0.742857143,0.138980627,0.638095238,0.41047619,0.037800074,0.723809524,0.60952381,0.040306568,0.704761905,0.628571429,0.064484358,109,105
HandOutlines,1,0.856756757,0.932432432,4.297264576,0.851351351,0.232432432,0.278262138,0.864864865,0.2,0.285499573,0.851351351,0.4,0.424559355,1000,370
HandOutlines,3,0.894594595,0.947747748,4.31675458,0.881081081,0.295495495,0.298021793,0.889189189,0.323423423,0.306898355,0.881081081,0.514414414,0.44469285,1000,370
HandOutlines,5,0.886486486,0.943243243,4.327413559,0.886486486,0.317837838,0.30222702,0.9,0.371891892,0.31046629,0.9,0.557837838,0.489786386,1000,370
HandOutlines,10,0.883783784,0.952162162,4.348469257,0.897297297,0.366756757,0.31296587,0.897297297,0.444594595,0.376268387,0.883783784,0.611891892,0.470396996,1000,370
Haptics,1,0.373376623,0.74025974,0.556166172,0.36038961,0.321428571,0.10461235,0.373376623,0.441558442,0.118680716,0.36038961,0.483766234,0.183778048,155,308
Haptics,3,0.373376623,0.82034632,0.566487312,0.376623377,0.425324675,0.112013102,0.396103896,0.566017316,0.117660761,0.36038961,0.637445887,0.199733257,155,308
Haptics,5,0.373376623,0.838961039,0.565624237,0.396103896,0.46038961,0.113376141,0.415584416,0.611038961,0.119348288,0.396103896,0.668831169,0.193356514,155,308
Haptics,10,0.405844156,0.878246753,0.575462341,0.405844156,0.500324675,0.118386507,0.409090909,0.692857143,0.124590874,0.366883117,0.72012987,0.198226452,155,308
Herring,1,0.53125,0.78125,0.048153639,0.484375,0.3125,0.018998623,0.484375,0.421875,0.019617319,0.609375,0.625,0.034078121,64,64
Herring,3,0.53125,0.880208333,0.049473286,0.578125,0.432291667,0.020115376,0.515625,0.604166667,0.020841122,0.609375,0.729166667,0.035597801,64,64
Herring,5,0.546875,0.9,0.049912214,0.5625,0.46875,0.020443678,0.59375,0.703125,0.021322489,0.53125,0.790625,0.035928249,64,64
Herring,10,0.5,0.9234375,0.050387621,0.53125,0.5875,0.021452904,0.578125,0.75625,0.022115946,0.609375,0.8265625,0.03689003,64,64
HouseTwenty,1,0.865546218,0.411764706,0.056321621,0.773109244,0.294117647,0.033726692,0.840336134,0.420168067,0.034880877,0.81512605,0.386554622,0.061269045,40,119
HouseTwenty,3,0.899159664,0.582633053,0.058117628,0.756302521,0.37254902,0.03590107,0.857142857,0.568627451,0.036756277,0.865546218,0.543417367,0.063579321,40,119
HouseTwenty,5,0.865546218,0.583193277,0.05902195,0.81512605,0.447058824,0.036304474,0.831932773,0.559663866,0.03768611,0.798319328,0.551260504,0.064196825,40,119
HouseTwenty,10,0.705882353,0.612605042,0.060001135,0.773109244,0.528571429,0.037693262,0.74789916,0.594957983,0.038719654,0.731092437,0.609243697,0.065146923,40,119
InlineSkate,1,0.443636364,0.878181818,0.646674156,0.352727273,0.390909091,0.172464609,0.4,0.507272727,0.18349576,0.407272727,0.661818182,0.310920715,100,550
InlineSkate,3,0.387272727,0.92,0.657978773,0.361818182,0.526666667,0.185203075,0.370909091,0.706060606,0.204502821,0.376363636,0.796363636,0.32410264,100,550
InlineSkate,5,0.341818182,0.931272727,0.669066429,0.347272727,0.581454545,0.187314272,0.334545455,0.744,0.199413538,0.327272727,0.809818182,0.337166786,100,550
InlineSkate,10,0.316363636,0.946545455,0.675299168,0.267272727,0.653272727,0.196467876,0.292727273,0.804,0.209074736,0.274545455,0.841090909,0.335305929,100,550
InsectEPGRegularTrain,1,0.722891566,0.851405622,0.180226564,0.714859438,0.389558233,0.073497295,0.730923695,0.582329317,0.078113317,0.710843373,0.730923695,0.142041683,62,249
InsectEPGRegularTrain,3,0.763052209,0.895582329,0.187907696,0.751004016,0.576974565,0.078671932,0.734939759,0.678714859,0.082141161,0.742971888,0.801874163,0.139042854,62,249
InsectEPGRegularTrain,5,0.751004016,0.885943775,0.188586235,0.746987952,0.589558233,0.080090523,0.746987952,0.729317269,0.084950924,0.759036145,0.81686747,0.146028519,62,249
InsectEPGRegularTrain,10,0.763052209,0.914859438,0.191351414,0.742971888,0.663052209,0.082950354,0.75502008,0.768674699,0.093153238,0.75502008,0.83373494,0.14379549,62,249
InsectEPGSmallTrain,1,0.734939759,0.887550201,0.052295208,0.682730924,0.570281124,0.067952633,0.746987952,0.831325301,0.071797371,0.714859438,0.843373494,0.125920057,17,249
InsectEPGSmallTrain,3,0.674698795,0.929049531,0.054896116,0.670682731,0.704149933,0.071447134,0.690763052,0.895582329,0.075890779,0.694779116,0.878179384,0.135667801,17,249
InsectEPGSmallTrain,5,0.722891566,0.926104418,0.060670376,0.702811245,0.73815261,0.072558641,0.722891566,0.869879518,0.077682972,0.726907631,0.889959839,0.131530523,17,249
InsectEPGSmallTrain,10,0.670682731,0.954618474,0.05866456,0.694779116,0.827710843,0.079737663,0.674698795,0.889959839,0.079535723,0.674698795,0.920481928,0.134339571,17,249
InsectWingbeatSound,1,0.523232323,0.677777778,5.11427021,0.509090909,0.384848485,0.738524675,0.51010101,0.427777778,0.76677537,0.515151515,0.557070707,1.282649279,220,1980
InsectWingbeatSound,3,0.553535354,0.752356902,5.121842623,0.511111111,0.497474747,0.781478882,0.54040404,0.582996633,0.818116188,0.542929293,0.664814815,1.313164711,220,1980
InsectWingbeatSound,5,0.553030303,0.787272727,5.13960433,0.497474747,0.534040404,0.802045107,0.548989899,0.648282828,0.846396446,0.552525253,0.717171717,1.334310532,220,1980
InsectWingbeatSound,10,0.576767677,0.820606061,5.125111103,0.527777778,0.580808081,0.824408054,0.568181818,0.716616162,0.860109329,0.568686869,0.766161616,1.375820637,220,1980
ItalyPowerDemand,1,0.957240039,0.896015549,0.807003498,0.940719145,0.451895044,0.306460142,0.959183673,0.591836735,0.326141596,0.951409135,0.655004859,0.55755949,67,1029
ItalyPowerDemand,3,0.936831876,0.946550049,0.829017401,0.91739553,0.618075802,0.327419996,0.944606414,0.736637512,0.353151083,0.940719145,0.780369291,0.578090429,67,1029
ItalyPowerDemand,5,0.932944606,0.957240039,0.835013628,0.91739553,0.684159378,0.330928326,0.939747328,0.78931001,0.356602192,0.936831876,0.813994169,0.585162163,67,1029
ItalyPowerDemand,10,0.927113703,0.97696793,0.845564604,0.899902818,0.740330418,0.343509912,0.936831876,0.833333333,0.363399744,0.935860058,0.865500486,0.594947815,67,1029
LargeKitchenAppliances,1,0.688,0.504,1.633005142,0.688,0.154666667,0.167433023,0.648,0.194666667,0.173594475,0.688,0.264,0.276216984,375,375
LargeKitchenAppliances,3,0.714666667,0.532444444,1.641081095,0.690666667,0.278222222,0.179107666,0.685333333,0.355555556,0.188123703,0.725333333,0.414222222,0.289938211,375,375
LargeKitchenAppliances,5,0.709333333,0.565866667,1.649941921,0.682666667,0.353066667,0.182296038,0.682666667,0.4048,0.19235301,0.728,0.486933333,0.301054239,375,375
LargeKitchenAppliances,10,0.68,0.6056,1.672846317,0.701333333,0.456,0.191928864,0.674666667,0.516266667,0.197057962,0.712,0.5712,0.300136328,375,375
Lightning2,1,0.836065574,0.573770492,0.042682886,0.786885246,0.393442623,0.017880917,0.819672131,0.524590164,0.018497705,0.803278689,0.540983607,0.032088041,60,61
Lightning2,3,0.786885246,0.650273224,0.043770552,0.770491803,0.513661202,0.018934488,0.770491803,0.601092896,0.019563437,0.754098361,0.606557377,0.033298492,60,61
Lightning2,5,0.770491803,0.695081967,0.044686317,0.754098361,0.53442623,0.01935482,0.770491803,0.672131148,0.019982815,0.770491803,0.704918033,0.0339396,60,61
Lightning2,10,0.786885246,0.732786885,0.045308113,0.754098361,0.6,0.020249128,0.786885246,0.740983607,0.020914793,0.704918033,0.740983607,0.034407854,60,61
Lightning7,1,0.684931507,0.630136986,0.059961557,0.794520548,0.424657534,0.021719217,0.739726027,0.520547945,0.022568941,0.739726027,0.534246575,0.039275885,70,73
Lightning7,3,0.684931507,0.703196347,0.060679913,0.712328767,0.575342466,0.023137808,0.726027397,0.671232877,0.023842812,0.698630137,0.657534247,0.040732145,70,73
Lightning7,5,0.589041096,0.77260274,0.061667919,0.726027397,0.643835616,0.023718357,0.671232877,0.734246575,0.024375677,0.671232877,0.756164384,0.041117668,70,73
Lightning7,10,0.616438356,0.791780822,0.062695026,0.657534247,0.723287671,0.024843454,0.630136986,0.779452055,0.025577068,0.602739726,0.816438356,0.042402744,70,73
Mallat,1,0.908742004,0.744136461,1.508651495,0.895948827,0.428997868,0.677256823,0.902771855,0.596162047,0.728679895,0.906183369,0.66098081,1.267419815,55,2345
Mallat,3,0.899360341,0.829140014,1.562436581,0.873773987,0.583795309,0.726729155,0.91684435,0.736034115,0.762351751,0.898081023,0.767732765,1.287040949,55,2345
Mallat,5,0.81108742,0.898166311,1.578163385,0.812366738,0.71684435,0.736366987,0.854584222,0.818848614,0.780771017,0.801705757,0.847249467,1.378704309,55,2345
Mallat,10,0.807675906,0.9508742,1.593371391,0.82217484,0.817228145,0.75908637,0.824733475,0.904136461,0.814712286,0.786780384,0.912452026,1.352989674,55,2345
Meat,1,0.933333333,1,0.042090178,0.65,0.2,0.017548084,0.883333333,0.433333333,0.018262863,0.833333333,0.55,0.031718016,60,60
Meat,3,0.916666667,0.994444444,0.043078661,0.65,0.222222222,0.018697739,0.85,0.566666667,0.019474983,0.833333333,0.633333333,0.032782793,60,60
Meat,5,0.9,1,0.043585539,0.65,0.293333333,0.0190413,0.866666667,0.663333333,0.019755125,0.85,0.72,0.033325672,60,60
Meat,10,0.9,1,0.044567823,0.75,0.493333333,0.019876719,0.866666667,0.761666667,0.02052474,0.883333333,0.761666667,0.033933878,60,60
MedicalImages,1,0.694736842,0.796052632,3.365216255,0.585526316,0.325,0.340821981,0.625,0.389473684,0.358964443,0.627631579,0.496052632,0.561340094,381,760
MedicalImages,3,0.651315789,0.788596491,3.380004168,0.568421053,0.43245614,0.364800453,0.630263158,0.506140351,0.378405809,0.648684211,0.592982456,0.663201332,381,760
MedicalImages,5,0.652631579,0.807105263,3.368524313,0.569736842,0.482368421,0.371711016,0.638157895,0.571052632,0.383644104,0.643421053,0.643421053,0.597758293,381,760
MedicalImages,10,0.617105263,0.817368421,3.378785849,0.568421053,0.525131579,0.385661364,0.605263158,0.642631579,0.397452831,0.613157895,0.687368421,0.608512163,381,760
MelbournePedestrian,1,0.828571429,0.672244898,34.00900078,0.772653061,0.157959184,2.082617521,0.790612245,0.172653061,2.141144514,0.810612245,0.283265306,3.120244741,1200,2450
MelbournePedestrian,3,0.831428571,0.762312925,34.33429766,0.779591837,0.259591837,2.218560934,0.785306122,0.280408163,2.276450396,0.807346939,0.419727891,3.256139994,1200,2450
MelbournePedestrian,5,0.829795918,0.794040816,34.44419074,0.783673469,0.323265306,2.277065992,0.788979592,0.352734694,2.39446044,0.802857143,0.488489796,3.304223537,1200,2450
MelbournePedestrian,10,0.812653061,0.837387755,34.54145455,0.776326531,0.415714286,2.338275433,0.778367347,0.458938776,2.426911592,0.792244898,0.581673469,3.369792461,1200,2450
MiddlePhalanxOutlineAgeGroup,1,0.480519481,0.928571429,0.711118937,0.493506494,0.142857143,0.070789814,0.5,0.363636364,0.073397398,0.512987013,0.512987013,0.117934227,400,154
MiddlePhalanxOutlineAgeGroup,3,0.532467532,0.924242424,0.723274708,0.551948052,0.205627706,0.075429201,0.512987013,0.439393939,0.078096628,0.506493506,0.577922078,0.120653629,400,154
MiddlePhalanxOutlineAgeGroup,5,0.525974026,0.957142857,0.731833696,0.584415584,0.255844156,0.076553345,0.532467532,0.511688312,0.079936504,0.603896104,0.622077922,0.122408628,400,154
MiddlePhalanxOutlineAgeGroup,10,0.590909091,0.969480519,0.72651124,0.584415584,0.332467532,0.079801798,0.532467532,0.606493506,0.081621647,0.564935065,0.7,0.125905514,400,154
MiddlePhalanxOutlineCorrect,1,0.75257732,0.920962199,2.056365013,0.694158076,0.161512027,0.162254333,0.728522337,0.323024055,0.16828227,0.721649485,0.453608247,0.267875195,600,291
MiddlePhalanxOutlineCorrect,3,0.766323024,0.931271478,2.048667431,0.718213058,0.217640321,0.173863411,0.718213058,0.426116838,0.180589914,0.756013746,0.5395189,0.269572973,600,291
MiddlePhalanxOutlineCorrect,5,0.776632302,0.946391753,2.067373753,0.728522337,0.237800687,0.176780224,0.738831615,0.474914089,0.181962013,0.756013746,0.56975945,0.272002935,600,291
MiddlePhalanxOutlineCorrect,10,0.773195876,0.949828179,2.057117224,0.745704467,0.284879725,0.181584358,0.721649485,0.546391753,0.19093585,0.81443299,0.654982818,0.27791357,600,291
MiddlePhalanxTW,1,0.525974026,0.876623377,0.719719648,0.441558442,0.149350649,0.070832729,0.435064935,0.272727273,0.073527813,0.5,0.415584416,0.115618944,399,154
MiddlePhalanxTW,3,0.538961039,0.926406926,0.716930628,0.461038961,0.233766234,0.076154947,0.512987013,0.417748918,0.079251766,0.538961039,0.545454545,0.121204853,399,154
MiddlePhalanxTW,5,0.551948052,0.925974026,0.722995996,0.480519481,0.331168831,0.077469349,0.538961039,0.494805195,0.081305981,0.525974026,0.616883117,0.123642921,399,154
MiddlePhalanxTW,10,0.558441558,0.942207792,0.728567839,0.493506494,0.385064935,0.081130266,0.512987013,0.580519481,0.084476471,0.584415584,0.688961039,0.126199245,399,154
MixedShapesRegularTrain,1,0.911752577,0.616494845,13.97833657,0.829278351,0.247010309,1.226034403,0.890309278,0.289896907,1.260418653,0.904742268,0.410309278,1.980317593,500,2425
MixedShapesRegularTrain,3,0.911752577,0.679037801,14.07534218,0.828041237,0.365085911,1.311272144,0.888247423,0.426666667,1.342274189,0.903505155,0.52742268,2.055211544,500,2425
MixedShapesRegularTrain,5,0.907628866,0.708618557,14.09681368,0.834639175,0.408082474,1.336462259,0.887835052,0.479505155,1.366953373,0.901030928,0.589525773,2.085616827,500,2425
MixedShapesRegularTrain,10,0.885773196,0.738103093,14.18084216,0.812371134,0.469979381,1.384966612,0.862680412,0.560082474,1.42445612,0.882474227,0.650268041,2.139032125,500,2425
MixedShapesSmallTrain,1,0.857319588,0.678350515,2.804610014,0.803298969,0.364536082,0.754596949,0.844123711,0.503092784,0.796563387,0.867628866,0.619793814,1.355534792,100,2425
MixedShapesSmallTrain,3,0.848659794,0.716151203,2.860370159,0.772783505,0.471890034,0.806820393,0.842474227,0.607285223,0.847979546,0.852371134,0.681924399,1.398347139,100,2425
MixedShapesSmallTrain,5,0.838350515,0.744824742,2.893881798,0.764536082,0.542350515,0.823592663,0.829690722,0.660453608,0.863779545,0.84,0.725525773,1.416662455,100,2425
MixedShapesSmallTrain,10,0.79628866,0.76742268,2.923619986,0.751340206,0.611876289,0.85111475,0.786804124,0.712123711,0.891258478,0.789690722,0.768948454,1.44750309,100,2425
MoteStrain,1,0.761980831,0.627795527,0.306149244,0.749201278,0.376198083,0.34179306,0.767571885,0.555910543,0.35897541,0.768370607,0.587859425,0.643052101,20,1252
MoteStrain,3,0.784345048,0.702609159,0.324495077,0.813897764,0.590521832,0.36231041,0.786741214,0.686368477,0.385957956,0.780351438,0.702342918,0.663883448,20,1252
MoteStrain,5,0.795527157,0.740415335,0.329199791,0.813099042,0.704153355,0.36894536,0.79313099,0.727795527,0.387381792,0.784345048,0.735463259,0.661509275,20,1252
MoteStrain,10,0.832268371,0.825638978,0.341180563,0.888178914,0.769329073,0.379802227,0.836261981,0.790654952,0.401084661,0.830670927,0.805910543,0.677616358,20,1252
NonInvasiveFetalECGThorax1,1,0.842748092,0.74605598,40.73424315,0.768447837,0.21475827,2.232770205,0.749109415,0.217302799,2.279543161,0.787277354,0.332824427,3.28068018,1800,1965
NonInvasiveFetalECGThorax1,3,0.838676845,0.805597964,41.03428507,0.778625954,0.327056828,2.396861076,0.757760814,0.363698049,2.433746099,0.801526718,0.478032231,3.420403719,1800,1965
NonInvasiveFetalECGThorax1,5,0.844274809,0.833994911,41.09403753,0.77913486,0.392773537,2.433936119,0.765394402,0.434300254,2.455513239,0.804580153,0.541984733,3.456014156,1800,1965
NonInvasiveFetalECGThorax1,10,0.830534351,0.866870229,41.56932735,0.760814249,0.461832061,2.481066227,0.735877863,0.529007634,2.53032589,0.790330789,0.630687023,3.532166004,1800,1965
NonInvasiveFetalECGThorax2,1,0.882442748,0.81475827,40.74347591,0.792366412,0.221374046,2.228855848,0.753689567,0.205597964,2.268823624,0.826463104,0.35826972,3.256423473,1800,1965
NonInvasiveFetalECGThorax2,3,0.875318066,0.856997455,40.80996156,0.79389313,0.326378287,2.401451349,0.76692112,0.342832909,2.450692654,0.83307888,0.497879559,3.417075396,1800,1965
NonInvasiveFetalECGThorax2,5,0.874300254,0.872569975,40.96444321,0.786259542,0.383002545,2.418903112,0.761832061,0.411603053,2.495034933,0.839185751,0.551145038,3.442921638,1800,1965
NonInvasiveFetalECGThorax2,10,0.863613232,0.899898219,41.35905719,0.770483461,0.462137405,2.499166012,0.755725191,0.516437659,2.551025867,0.827989822,0.63740458,3.50075841,1800,1965
OliveOil,1,0.866666667,0.933333333,0.010812998,0.766666667,0.4,0.008316278,0.9,0.6,0.008773565,0.833333333,0.633333333,0.031444788,30,30
OliveOil,3,0.9,1,0.011210442,0.833333333,0.511111111,0.008883476,0.866666667,0.711111111,0.009293318,0.9,0.655555556,0.015332222,30,30
OliveOil,5,0.8,0.973333333,0.011378765,0.8,0.693333333,0.009053946,0.833333333,0.793333333,0.009358168,0.866666667,0.8,0.015430927,30,30
OliveOil,10,0.7,1,0.011621237,0.8,0.85,0.00933671,0.833333333,0.91,0.009591103,0.8,0.913333333,0.015715599,30,30
OSULeaf,1,0.640495868,0.52892562,0.562724352,0.566115702,0.280991736,0.087103844,0.595041322,0.363636364,0.091351032,0.607438017,0.458677686,0.151328564,200,242
OSULeaf,3,0.628099174,0.603305785,0.573706865,0.516528926,0.395316804,0.093077183,0.607438017,0.522038567,0.097673178,0.607438017,0.573002755,0.156292677,200,242
